target,project,days,#commits,commit1,commit2
core/src/main/scala-2.11/eu/shiftforward/apso/spray/ProxySupport.scala:36,ShiftForward/apso,28.0778009259,9,6c5190012a11b81b1e2c87f21738a53dd80b7355,d6f2c3efd4607f9e551bb12c0be3250fc1008b88
core/src/main/scala/eu/shiftforward/apso/akka/http/ProxySupport.scala:34,ShiftForward/apso,28.0778009259,9,6c5190012a11b81b1e2c87f21738a53dd80b7355,d6f2c3efd4607f9e551bb12c0be3250fc1008b88
target/scala-2.11/routes/main/router/Routes.scala:1787,MITLibraries/topichub,30.1034490741,29,6717b996f1205d293dde88a883ccac839cb18682,d6e5e41ad1ff650b8eb1efd14720f445ed8987b7
target/scala-2.11/routes/main/router/Routes.scala:1770,MITLibraries/topichub,30.1034490741,29,6717b996f1205d293dde88a883ccac839cb18682,d6e5e41ad1ff650b8eb1efd14720f445ed8987b7
target/scala-2.11/routes/main/controllers/ReverseRoutes.scala:456,MITLibraries/topichub,30.9327662037,35,363a00fa3952445d11f7f3e3e24f79a835733f34,d6e5e41ad1ff650b8eb1efd14720f445ed8987b7
target/scala-2.11/routes/main/controllers/ReverseRoutes.scala:432,MITLibraries/topichub,30.9327662037,35,363a00fa3952445d11f7f3e3e24f79a835733f34,d6e5e41ad1ff650b8eb1efd14720f445ed8987b7
target/scala-2.11/routes/main/controllers/ReverseRoutes.scala:486,MITLibraries/topichub,30.9327662037,35,363a00fa3952445d11f7f3e3e24f79a835733f34,d6e5e41ad1ff650b8eb1efd14720f445ed8987b7
target/scala-2.11/routes/main/router/Routes.scala:1804,MITLibraries/topichub,30.9327662037,35,363a00fa3952445d11f7f3e3e24f79a835733f34,d6e5e41ad1ff650b8eb1efd14720f445ed8987b7
target/scala-2.11/routes/main/controllers/ReverseRoutes.scala:306,MITLibraries/topichub,31.7643287037,35,8a09a79d2a3d7231f2e32f828993dceaae5c54be,c5566602646940ea0deaeea0386d2cea7bd8262e
collections/src/main/java/com/gs/collections/impl/block/factory/Predicates.java:212,goldmansachs-gs-collections,31.9941550926,66,0114db6084baaaf34271fede8bb9abb5c6c234b6,845b9acaa1baf121198dc30c2ba5e0a711f17332
collections/src/main/java/com/gs/collections/impl/list/immutable/AbstractImmutableList.java:119,goldmansachs-gs-collections,35.1180902778,38,fc30e4f32d2fdf883823cfc486a7b594a89de046,61165505160c8583a1434db6a51cb28873c86c33
collections/src/main/java/com/gs/collections/impl/map/immutable/ImmutableUnifiedMap.java:81,goldmansachs-gs-collections,35.7135416667,71,985a4e9a93f5631619c0337e7f7e0bf774394fb5,7af7074cc57ed8b663562fa82daeb7252d3a6eac
target/scala-2.11/routes/main/router/Routes.scala:2203,MITLibraries/topichub,35.950625,40,17c6833b89266147665521203d290e5af413b498,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:2220,MITLibraries/topichub,35.950625,40,17c6833b89266147665521203d290e5af413b498,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:2202,MITLibraries/topichub,35.9737152778,42,8a09a79d2a3d7231f2e32f828993dceaae5c54be,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1180,MITLibraries/topichub,35.9737152778,42,8a09a79d2a3d7231f2e32f828993dceaae5c54be,098cd81f269fca429bea410b449d5c2bff0c0bc4
src/test/java/org/jsoup/safety/CleanerTest.java:244,jhy-jsoup,42.1209837963,8,b919f01e4719631f2621c523d78777ba237be7dd,a623db776696c0e03f68e849147f6a0c57063c02
core/src/main/scala/eu/shiftforward/apso/time/IterableInterval.scala:40,ShiftForward/apso,49.1241898148,9,96bc8ee856cae420c3daf7e822bddafcdf36a6fd,8c6c9c68a7c5fe50f10953747919b8ff9bb62c53
core/src/main/scala/eu/shiftforward/apso/config/LazyConfigFactory.scala:49,ShiftForward/apso,49.1241898148,9,96bc8ee856cae420c3daf7e822bddafcdf36a6fd,8c6c9c68a7c5fe50f10953747919b8ff9bb62c53
target/scala-2.11/routes/main/router/Routes.scala:782,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1243,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:799,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1941,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1942,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1653,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1652,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:884,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:850,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1277,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:579,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1056,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1055,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:867,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1209,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1822,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1823,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1294,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:816,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1226,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:578,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:2061,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:833,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:2060,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1260,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:2185,MITLibraries/topichub,49.2050347222,50,6717b996f1205d293dde88a883ccac839cb18682,098cd81f269fca429bea410b449d5c2bff0c0bc4
app/controllers/Application.scala:369,MITLibraries/topichub,49.2063773148,51,6717b996f1205d293dde88a883ccac839cb18682,c189ffbfabe7eed415d8be71ee90f57b759c95c4
target/scala-2.11/routes/main/router/Routes.scala:2043,MITLibraries/topichub,50.0343518519,56,363a00fa3952445d11f7f3e3e24f79a835733f34,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:2044,MITLibraries/topichub,50.0343518519,56,363a00fa3952445d11f7f3e3e24f79a835733f34,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1208,MITLibraries/topichub,50.0343518519,56,363a00fa3952445d11f7f3e3e24f79a835733f34,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1925,MITLibraries/topichub,50.0343518519,56,363a00fa3952445d11f7f3e3e24f79a835733f34,098cd81f269fca429bea410b449d5c2bff0c0bc4
target/scala-2.11/routes/main/router/Routes.scala:1924,MITLibraries/topichub,50.0343518519,56,363a00fa3952445d11f7f3e3e24f79a835733f34,098cd81f269fca429bea410b449d5c2bff0c0bc4
httpcore-nio/src/main/java/org/apache/http/nio/protocol/PipeliningClientExchangeHandler.java:183,apache-httpcore,50.8621296296,9,fb006f4b2364a6d3bd7b1ded429d0dc717490f1c,b68a5dc1d9114c8f68aef5af206b024e6aa7d0f4
httpcore-nio/src/main/java/org/apache/http/nio/protocol/HttpAsyncRequestExecutor.java:170,apache-httpcore,50.8621296296,9,fb006f4b2364a6d3bd7b1ded429d0dc717490f1c,b68a5dc1d9114c8f68aef5af206b024e6aa7d0f4
httpcore-nio/src/main/java/org/apache/http/nio/protocol/HttpAsyncRequestExecutor.java:169,apache-httpcore,50.8621296296,9,fb006f4b2364a6d3bd7b1ded429d0dc717490f1c,b68a5dc1d9114c8f68aef5af206b024e6aa7d0f4
target/scala-2.11/routes/main/router/Routes.scala:1346,MITLibraries/topichub,52.0865277778,58,6717b996f1205d293dde88a883ccac839cb18682,91817c39fb25cc89b0c23fe2d1b5a69c87d4be5b
target/scala-2.11/routes/main/router/Routes.scala:1347,MITLibraries/topichub,52.0865277778,58,6717b996f1205d293dde88a883ccac839cb18682,91817c39fb25cc89b0c23fe2d1b5a69c87d4be5b
target/scala-2.11/routes/main/router/Routes.scala:1345,MITLibraries/topichub,52.0865277778,58,6717b996f1205d293dde88a883ccac839cb18682,91817c39fb25cc89b0c23fe2d1b5a69c87d4be5b
target/scala-2.11/routes/main/router/Routes.scala:1344,MITLibraries/topichub,52.9158449074,64,363a00fa3952445d11f7f3e3e24f79a835733f34,91817c39fb25cc89b0c23fe2d1b5a69c87d4be5b
app/controllers/Application.scala:908,MITLibraries/topichub,53.9592708333,62,d009a711466922ff125ab1fcc02381f599892eb3,c189ffbfabe7eed415d8be71ee90f57b759c95c4
target/scala-2.11/routes/main/router/Routes.scala:1311,MITLibraries/topichub,55.1941550926,60,6717b996f1205d293dde88a883ccac839cb18682,388261be2b0b48b13d4c20563239e990dbba499f
target/scala-2.11/routes/main/router/Routes.scala:1974,MITLibraries/topichub,56.3027546296,63,6717b996f1205d293dde88a883ccac839cb18682,097be123e80208b65b45bfe319dda2940adb9bf6
target/scala-2.11/routes/main/router/Routes.scala:2076,MITLibraries/topichub,56.3027546296,63,6717b996f1205d293dde88a883ccac839cb18682,097be123e80208b65b45bfe319dda2940adb9bf6
../dist/js/ui-components.js:1211,ManageIQ/ui-components,62.0175462963,45,6c2ad431ca58e47824c49435f4f71303c608500f,f816998ade87ef8a4a018fb4fb84b49ed684535a
collections/src/main/java/com/gs/collections/impl/utility/ArrayIterate.java:1054,goldmansachs-gs-collections,64.808900463,95,d3e4afea9a0d9b37a33a363d76f372d6017c911f,8dfc7ec7fc4a9254cb1845916915d36a6735f38b
collections/src/main/java/com/gs/collections/impl/utility/ArrayIterate.java:1052,goldmansachs-gs-collections,64.808900463,95,d3e4afea9a0d9b37a33a363d76f372d6017c911f,8dfc7ec7fc4a9254cb1845916915d36a6735f38b
collections/src/main/java/com/gs/collections/impl/utility/ArrayIterate.java:1053,goldmansachs-gs-collections,64.808900463,95,d3e4afea9a0d9b37a33a363d76f372d6017c911f,8dfc7ec7fc4a9254cb1845916915d36a6735f38b
collections/src/main/java/com/gs/collections/impl/utility/ArrayIterate.java:919,goldmansachs-gs-collections,64.808900463,95,d3e4afea9a0d9b37a33a363d76f372d6017c911f,8dfc7ec7fc4a9254cb1845916915d36a6735f38b
src/main/java/org/jsoup/helper/W3CDom.java:73,jhy-jsoup,68.8525925926,14,1dec69d8df78aee955205d8ae8bed0dfe86056f8,143ede68fe70e043ca8f73cc1fbe83af944fa14a
src/main/java/org/jsoup/helper/W3CDom.java:72,jhy-jsoup,68.8525925926,14,1dec69d8df78aee955205d8ae8bed0dfe86056f8,143ede68fe70e043ca8f73cc1fbe83af944fa14a
src/main/java/org/jsoup/helper/W3CDom.java:74,jhy-jsoup,68.8525925926,14,1dec69d8df78aee955205d8ae8bed0dfe86056f8,143ede68fe70e043ca8f73cc1fbe83af944fa14a
../dist/js/ui-components.js:1609,ManageIQ/ui-components,69.9139699074,50,9c14e097dcc533fba6dd7eb1fd0096062cedae7e,f816998ade87ef8a4a018fb4fb84b49ed684535a
collections/src/main/java/com/gs/collections/impl/bag/mutable/primitive/BooleanHashBag.java:69,goldmansachs-gs-collections,70.1007407407,110,d3a1c15dc9d211880e33f395b8c1f3e231e2bb3a,61165505160c8583a1434db6a51cb28873c86c33
collections/src/main/java/com/gs/collections/impl/list/mutable/AbstractMutableList.java:180,goldmansachs-gs-collections,74.5684143519,110,0114db6084baaaf34271fede8bb9abb5c6c234b6,9d0ad4a47f8c453b877ab5a0f961b90bdf6f0af5
collections/src/main/java/com/gs/collections/impl/list/mutable/AbstractMutableList.java:179,goldmansachs-gs-collections,74.5684143519,110,0114db6084baaaf34271fede8bb9abb5c6c234b6,9d0ad4a47f8c453b877ab5a0f961b90bdf6f0af5
dask/dataframe/optimize.py:10,dask/dask,75.187349537,84,1c5058d12bc5b5232d297d61921151b425627c28,d5407c286168e2240afd3d121dc7621bf26fe544
dask/dataframe/optimize.py:11,dask/dask,75.187349537,84,1c5058d12bc5b5232d297d61921151b425627c28,d5407c286168e2240afd3d121dc7621bf26fe544
dask/bag/core.py:1890,dask/dask,97.0027314815,109,1c5058d12bc5b5232d297d61921151b425627c28,23897769ed80f02882d44da2b41d59728c36a389
dask/bag/core.py:1889,dask/dask,97.0027314815,109,1c5058d12bc5b5232d297d61921151b425627c28,23897769ed80f02882d44da2b41d59728c36a389
collections/src/main/java/com/gs/collections/impl/block/factory/Functions.java:628,goldmansachs-gs-collections,103.811342593,50,8dfc7ec7fc4a9254cb1845916915d36a6735f38b,aaf04635c7b79f1ecf5574a8154c3d60f860db9a
../dist/js/ui-components.js:4597,ManageIQ/ui-components,113.95462963,65,9c14e097dcc533fba6dd7eb1fd0096062cedae7e,e9a728076a8b002c10d2dc121e0a8428c31d1db1
src/main/java/org/apache/commons/collections4/CollectionUtils.java:1279,apache-commons-collections,157.449050926,52,45a0337e1d9d23126dcaeff9c0ad96c5b4011957,d684f950c4a29d10097590cbe4346ad6e82e5e25
lib/datetime/inspect.ex:19,bitwalker/timex,192.866967593,68,3d17f43244b3e59a9be4b72885e92cbee93e50cb,70ee35b58bb6c0b63b9a62e0412f7e56b38beafb
collections/src/main/java/com/gs/collections/impl/utility/ListIterate.java:881,goldmansachs-gs-collections,195.759386574,97,4f3f90acbbeb3ef7e08823b0de86e6d83dba226c,c8e9c8b659178697fe1c0ddfebedbcc58a34c2c5
collections/src/main/java/com/gs/collections/impl/utility/ListIterate.java:1025,goldmansachs-gs-collections,195.759386574,97,4f3f90acbbeb3ef7e08823b0de86e6d83dba226c,c8e9c8b659178697fe1c0ddfebedbcc58a34c2c5
collections/src/main/java/com/gs/collections/impl/map/sorted/mutable/MutableSortedMapFactoryImpl.java:81,goldmansachs-gs-collections,249.120891204,89,6197747337dd286470132bcaca663a9d78f8f2ca,1c28d9adf4c761d0bf5c63287196d0ac5b79bddf
collections/src/main/java/com/gs/collections/impl/map/sorted/mutable/MutableSortedMapFactoryImpl.java:115,goldmansachs-gs-collections,270.098576389,110,6197747337dd286470132bcaca663a9d78f8f2ca,bd8f92d8e7d249e3ae77c8c5957b910797015c3b
collections/src/main/java/com/gs/collections/impl/set/sorted/mutable/MutableSortedSetFactoryImpl.java:70,goldmansachs-gs-collections,270.098576389,110,6197747337dd286470132bcaca663a9d78f8f2ca,bd8f92d8e7d249e3ae77c8c5957b910797015c3b
collections/src/main/java/com/gs/collections/impl/map/sorted/immutable/ImmutableSortedMapFactoryImpl.java:96,goldmansachs-gs-collections,270.098576389,110,6197747337dd286470132bcaca663a9d78f8f2ca,bd8f92d8e7d249e3ae77c8c5957b910797015c3b
collections/src/main/java/com/gs/collections/impl/map/sorted/immutable/ImmutableSortedMapFactoryImpl.java:116,goldmansachs-gs-collections,270.098576389,110,6197747337dd286470132bcaca663a9d78f8f2ca,bd8f92d8e7d249e3ae77c8c5957b910797015c3b
collections/src/main/java/com/gs/collections/impl/map/sorted/mutable/MutableSortedMapFactoryImpl.java:95,goldmansachs-gs-collections,270.098576389,110,6197747337dd286470132bcaca663a9d78f8f2ca,bd8f92d8e7d249e3ae77c8c5957b910797015c3b
C/projects/valveresourceformat/ValveResourceFormat/ThirdParty/DDSImage.cs:113,SteamDatabase/ValveResourceFormat,649.690497685,102,c9730e241101f2e435460d42fbeddc945b06d979,f4082de9979ffd14d8dd4e8e6d081ae0efd3650e
